"District Code","Building Code","Type","CHARTCD","CHARTNAME","ISD","City Code","Geoloc","Building Name","ADDR1","ADDR2","CITY1","CITY2","ZIP1","ZIP2","COMNAME","GRADESET","MAGNET","REGCFG","EIN","NCES","FUNCTION","RELORIENT","LNAME","FNAME","MIDINIT","HONORIFIC","ADASSIGN","TELEPHONE","FAX","EMAIL","WEBADDR","OPENDATE","CLOSEDATE","STATUS","OWNERSHIP","HDCOUNT","HISTORY","GRADESTR"
"82045","09520","05",,,"82","82",,"Allendale Elementary School","3201 OAKWOOD BLVD","3201 OAKWOOD BLVD","MELVINDALE","MELVINDALE","48122-1229","48122-1229","Melvindale-N. Allen Park",,,,,"262346001838",,,"Bateman","Robert",,"Mr.","04","3133894664","3133898713","batemar@melnap.k12.mi.us","www.melnap.k12.mi.us","07/01/2005",,"01","01","F",,"2-5, GenEd"
"44020","09521","05",,,"44","44",,"Almont Middle School","4624 KIDDER RD","4624 KIDDER RD","ALMONT","ALMONT","48003-8615","48003-8615","Almont",,"99",,,"260267001839",,,"VonHiltmayer","Kimberly",,"Mrs.","03","8107983578","8106739349","kvonhiltmayer@almont.k12.mi.us","www.almont.k12.mi.us","07/01/2005",,"01","01","F",,"6-8, Alt, GenEd, SchlChoice"
"80010","09522","05",,,"80","80",,"North Shore Elementary","7320 NORTH SHORE DR","7320 NORTH SHORE DR","SOUTH HAVEN","SOUTH HAVEN","49090-9175","49090-9175","South Haven",,"99",,,"263230001817",,,"Gill","LaTonya",,"Mrs.","04","2696370560","2696398162","LGill@shps.org","shps.org","07/11/2005",,"01","01","F",,"4-5, Alt, SpecEd"
"41070","09524","05",,,"41","41",,"Red Hawk Elementary","204 EAST MUSKEGON ST","204 EAST MUSKEGON ST","CEDAR SPRINGS","CEDAR SPRINGS","49319-9326","49319-9326","Cedar Springs",,,,,"260852001820",,,"Kostus","Anne",,"Mrs.","04","6166967330","6166963123","Anne.Kostus@csredhawks.org","www.csredhawks.org","07/01/2005",,"01","01","F",,"6, GenEd, SchlChoice, SpecEd"
"03020","09525","05",,,"03","03",,"Otsego West Campus High School","570 WASHINGTON ST","570 WASHINGTON ST","OTSEGO","OTSEGO","49078-1282","49078-1282","Otsego",,,,,"262706001733",,,"Dardis","Herve","A","Mr.","04","2696926166","2696926188","hdardis@otsegops.org","www.otsegops.org","01/17/2005",,"01","01","F",,"6-12, AdultEd, Alt"
"46000","09526","07",,,"46","46","4646010","Stubnitz Environmental Education Center","4107 N ADRIAN HWY","3241 NORTH ADRIAN HWY","ADRIAN","ADRIAN","49221-8313","49221-1143","Lenawee ISD",,,,,,"18",,"Anderson","Kim",,"Ms.","03","5172651625","5172657405","Kim.Anderson@lisd.us",,"01/01/1990",,"01","01","F",,
"46000","09527","07",,,"46","46","4646010","Maurice Spear Campus","2946 SUTTON RD","2910 AIRPORT RD","ADRIAN","ADRIAN","49221-8301","49221-4109","Lenawee ISD",,,,,"268068007910",,,"Nakon","Anne",,"Mrs.","08","5172666985","5172632890","Anne.Nakon@lisd.us",,"01/01/1990",,"01","07","F",,"7-12, Alt, GenEd, JuvDtn, SpecEd"
"82030","09529","05",,,"82","82",,"Geer Park Elementary","14767 PROSPECT ST","14767 PROSPECT ST","DEARBORN","DEARBORN","48126-3446","48126-3446","Dearborn",,,,,"261160001818",,,"Awada","Andrea",,"Mrs.","04","3138272300","3138272305","AwadaAH@dearborn.k12.mi.us","www.dearbornschools.org","07/13/2005",,"01","01","F",,"KG, 1-5, GenEd"
"61080","09531","05",,,"61","61",,"Fruitport Adult Education","3255 PONTALUNA RD","357 NORTH 6TH AVE","FRUITPORT","FRUITPORT","49415-9600","49415-8613","Fruitport",,,,,"261539007822",,,"Reichardt","Marilyn",,"Mrs.","06","2318653114","2318654105","mreichardt@fruitportschools.net","www.fruitportschools.net","08/30/2004",,"01","01","F",,"9-12, AdultEd, Alt"
"50220","09532","07",,,"50","50","5050220","Early Childhood Education","23500 MAC ARTHUR BLVD","23500 MAC ARTHUR BLVD","WARREN","WARREN","48089-1741","48089-1741","Van Dyke",,,,,"263468001752",,,"Tignanelli","Donn",,"Mr.","02","5867599404",,"tignanelli.don@vdps.net","www.vdps.net","03/16/2005",,"01","01","F",,", PK"
"50210","09533","05",,,"50","50",,"Beacon Tree Elementary School","55885 SCHOENHERR RD","55885 SCHOENHERR RD","SHELBY TOWNSHIP","SHELBY TOWNSHIP","48315-1049","48315-1049","Utica",,,,,"263447001840",,,"Clor","Gail",,"Ms.","04","5867977300","5867977301","gail.clor@uticak12.org",,"07/15/2005",,"01","01","F",,"KG-Part, 1-6, GenEd, PK, SpecEd, Tuit"
"50210","09534","07",,,"50","50","5050210","Auxiliary Services","6600 18 MILE RD","6600 18 MILE RD","STERLING HEIGHTS","STERLING HEIGHTS","48314-4214","48314-4214","Utica",,,,,,"03",,"Davey","Mark","D","Mr.","02","5867977150",,"mark.davey@uticak12.org",,"07/15/2005",,"01","01","F",,
"11160","09535","05",,,"11","11",,"Galien Alternative Education School","PO Box 248","122 EAST SOUTHEASTERN ST","Galien","GALIEN","49113","49113-5139","Galien Township",,"01",,,"261548001731",,,"Berget","Bruce",,"Mr.","04","2695453364","2695458050","bberget@remc11.k12.mi.us","remc11.k12.mi.us/galien","03/18/2005",,"01","01","F",,"6-12, AdultEd, Alt, SchlChoice"
"82240","09536","05",,,"82","82",,"Tomlinson Middle School","25912 ANNAPOLIS ST","25912 ANNAPOLIS ST","INKSTER","INKSTER","48141-3201","48141-3201","Westwood",,"99",,,"261164001735",,,"Brooks","Robert",,"Mr.","04","3135653393",,"brooksr@wwschools.net","www.westwood.k12.mi.us","03/24/2005",,"01","01","F",,"6-8, GenEd, SpecEd"
"41160","09441","06",,,"41","41","4141020","West Michigan Lutheran High School","601 36TH ST SW","601 36th Street SW","WYOMING","Wyoming","49509-4004","49509","Kentwood",,,,,,,"035","Anderson","Dwight",,"Mr.","04","6164552200","6164552211","danderson@wmlhs.org","www.wmlhs.org","08/24/2004",,"01","07","F",,"9-12, GenEd"
"47010","09537","06",,,"47","47","4747010","Holy Spirit Roman Catholic School","9565 MUSCH RD","9565 MUSCH RD","BRIGHTON","BRIGHTON","48116-8841","48116-8841","Brighton",,,,,,,"044","Piccirillo","Anna","M","Ms.","03","8102319199","8102316129","holyspiritschool@chartermi.net",,"11/04/2004",,"01","07","F",,"KG-Part, 1-8, GenEd, PK"
"41010","09538","05",,,"41","41",,"Alger Middle School","921 ALGER ST SE","921 ALGER ST SE","GRAND RAPIDS","GRAND RAPIDS","49507-3827","49507-3827","Grand Rapids",,"99",,,"261644001822",,,"holmes","Reedell",,"Mr.","03","6168196200",,"holmesre@grps.k12.mi.us",,"07/01/2005",,"01","01","F",,"6-8, Alt, GenEd, SpecEd, SpecEdCtPr"
"41010","09539","05",,,"41","41",,"Gerald R. Ford Middle School","851 MADISON AVE SE","851 MADISON AVE SE","GRAND RAPIDS","GRAND RAPIDS","49507-1208","49507-1208","Grand Rapids",,"99",,,"261644001823",,,"Davis","Stephanie",,"Ms.","03","6168192640",,"daviss@grps.k12.mi.us",,"07/01/2005",,"01","01","F",,"6-8, Alt, GenEd, SpecEd"
"41010","09542","05",,,"41","41",,"Academy of Design and Construction","1800 Tremont Blvd NW","1800 TREMONT BLVD NW","Grand Rapids","GRAND RAPIDS","49505","49504-4868","Grand Rapids",,,,,"261644001841",,,"Jennings","Justin",,"Mr.","03","6168193160",,"jenningsj@grps.k12.mi.us",,"07/01/2005",,"01","01","F",,"9-12, Alt, GenEd, SpecEd"
"78110","09543","05",,,"78","78",,"Lincoln Alternative High School","120 Michigan Avenue","120 MICHIGAN AVE","Owosso","OWOSSO","48867-2737","48867-2737","Owosso",,,,,"262721001832",,,"VanEpps","Karen",,"Mrs.","03","9897252839","9897296706","VanEpps@owosso.k12.mi.us","www.owosso.k12.mi.us","08/01/2005",,"01","01","F",,"9-12, Alt, SchlChoice, SpecEd"
"72000","09544","07",,,"72","72","7272010","Bus Garage","P.O. Box 827","11051 NORTH CUT RD","Roscommon","ROSCOMMON","48653","48653-9340","COOR ISD",,,,,,"02",,"Johnson","Cherie",,"Mrs.","03","9892759555",,"johnsonc@coorisd.k12.mi.us","www.coorisd.k12.mi.us","05/11/2005",,"01","01","F",,
"22000","09547","07",,,"22","22","2222030","Dickinson Iron Early Childhood Education","245 NORTH BALSAM ST","245 NORTH BALSAM ST","KINGSFORD","KINGSFORD","49802-1137","49802-1137","Dickinson-Iron ISD",,,,,"268036001830",,,"McCormick","Casey",,"Mr.","06","9067768150","9067799577","cmccormick@diisd.org","www.diisd.org","06/01/2005",,"01","01","F",,", PK"
"76070","09548","05",,,"76","76",,"Carsonville-Port Sanilac Learning Center","100 NORTH GOETZE RD","100 NORTH GOETZE RD","CARSONVILLE","CARSONVILLE","48419-9745","48419-9745","Carsonville",,,,,"260816001828",,,"Clark","Russell",,"Mr.","04","8106579393","8106579060","rclark@carsport.k12.mi.us","www.carsport.k12.mi.us","08/25/2005",,"01","01","F",,"9-12, Alt, GenEd"
"55000","09549","07",,,"55","55","5555100","Great Parents Great Start","1201 41ST AVE","1201 41ST AVE","MENOMINEE","MENOMINEE","49858-1102","49858-1102","Menominee ISD",,,,,"268079001831",,,"Woodworth","Wendy",,"Ms.","06","9068635665","9068637776","wwoodworth@mc-isd.org",,"06/09/2005",,"01","07","F",,", PK"
"25200","09550","05",,,"25","25",,"Lake Fenton Middle School","11425 TORREY RD","11425 TORREY RD","FENTON","FENTON","48430-9622","48430-9622","Lake Fenton",,"01",,,"262067001826",,,"Ferguson","Daniel","C","Mr.","04","8105912209","8105918475","dferguso@lakefentonschools.org","www.lakefentonschools.org","07/01/2005",,"01","01","F",,"6-8, GenEd"
"27000","09551","07",,,"27","66","6666045","Community Based Early Childhood Services","PO Box 218","202 ELM ST","Bergland","BERGLAND","49910","49910","Gogebic-Ontonagon ISD",,,,,"268042001829",,,"Wilber","Donna",,"Mrs.","09","9065753438","9065753373","dwilber@goisd.org","www.goisd.org","06/27/2005",,"01","01","F",,", PK"
"73180","09552","05",,,"73","73",,"Martin G. Atkins Elementary School","3675 SOUTHFIELD DR","3675 SOUTHFIELD DR","SAGINAW","SAGINAW","48601-5654","48601-5654","Bridgeport-Spaulding",,"01",,,"260678001834",,,"McDonald","Jennifer",,"Mrs.","04","9897771600","9897774652","mcdonaldj@bscs.k12.mi.us","www.bscs.k12.mi.us","07/01/2005",,"01","01","F",,"2-5, Alt, GenEd, SpecEd"
"23000","09559","07",,,"23","23","2323030","Community Based Early Childhood","1790 Packard Hwy","1790 PACKARD HWY","Charlotte","CHARLOTTE","48813","48813-9717","Eaton ISD",,,,,"268038007792",,,"Rucker","Ronda",,"Ms.","03","5175418987","5175438016","rrucker@eatonisd.org",,"07/01/2004",,"01","01","F",,", PK"
"80000","09560","07",,,"80","80","8080130","Community Based Early Childhood Services","490 SOUTH PAW PAW ST","490 SOUTH PAW PAW ST","LAWRENCE","LAWRENCE","49064-9328","49064-9328","Van Buren ISD",,,,,"268098507770","08",,"Murphy","Margie","M","Mrs.","03","2696748091","2696748030","mmurphy@vbisd.org","www.vbisd.org","07/01/2005",,"01","01","F",,", PK"
"63020","09561","05",,,"63","63",,"University High School","1244 PAXTON ST","1244 PAXTON ST","FERNDALE","FERNDALE","48220-2832","48220-2832","Ferndale",,,,,"261428001901",,,"Tomey","George",,"Mr.","04","2485868846","2485868857","gtomey@ferndaleschools.org","www.ferndaleschools.org","07/01/2005",,"01","01","F",,"9-12, GenEd, SpecEd"
"54040","09562","05",,,"54","54",,"Morley Stanwood Alternative School","151A E. 7th St.","151A E. 7th St.","MORLEY","MORLEY","49336-9205","49336-9205","Morley Stanwood",,,,,"262460001888",,,"Szczerowski","Dennis",,"Mr.","04","2318564444","2318568012","dszczerowski@morleystanwood.org","morleystanwood.org","08/23/2005",,"01","04","F",,"9-12, Alt"
"33020","09564","05",,,"33","33",,"Riddle Elementary","221 HURON ST","221 HURON ST","LANSING","LANSING","48915-2609","48915-2609","Lansing",,,,,"262115001866",,,"Hernandez","Sylvia",,"Ms.","04","5177551720","5177551729","sylvia.hernandez@lansingschools.net","www.lansingschools.net","07/01/2005",,"01","01","F",,"KG, 1-5, GenEd, SchlChoice, SpecEd"
"44020","09565","07",,,"44","44","4444020","Almont Schools Transportation and Maintenance Ctr.","4641 HOWLAND RD","4641 HOWLAND RD","ALMONT","ALMONT","48003-8520","48003-8520","Almont",,,,,,"02",,"Zott","Steven","A","Mr.","01","8107988561","8107982367","szott@almont.k12.mi.us","www.almont.k12.mi.us","07/01/2005",,"01","01","F",,
"31030","09566","05",,,"31","31",,"CHS-Horizons School","57070 MINE ST","110 STANTON AVE","CALUMET","MOHAWK","49913-2949","49950","Calumet",,,,,"260769001863",,,"Davidson","Christopher",,"Mr.","04","9063374611","9063374614","cdavidson@clkschools.org","www.clkschools.org","07/01/2005",,"01","01","F",,"9-12, Alt"
"44010","09567","07",,,"44","44","4444010","Cramton Center","1220 LAKE NEPESSING RD","1220 LAKE NEPESSING RD","LAPEER","LAPEER","48446-2965","48446-2965","Lapeer",,,,,"262118001877",,,"Robbs","Ann",,"Mrs.","06","8106672454","8102451090","arobb@lapeerschools.org","www.lapeerschools.org","07/01/2005",,"01","01","F",,", PK, SpecEd"
"79030","09568","07",,,"79","79","7979020","Transition Center","1383 CLEAVER RD","1383 CLEAVER RD","CARO","CARO","48723-9135","48723-9135","Cass City",,,,,"260840001914",,,"Ball","Ann Marie",,,"09","9896726950","9896726951","aball@tisd.k12.mi.us","www.tisd.k12.mi.us","07/01/2005",,"01","06","F",,", SpecEd"
"82010","09569","07",,,"82","82","8282010","Arthur Building","10125 KING RICHARD ST","10125 KING RICHARD ST","DETROIT","DETROIT","48224-1954","48224-1954","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09570","07",,,"82","82","8282010","Bellevue Building","1501 CANTON ST","1501 CANTON ST","DETROIT","DETROIT","48207-3601","48207-3601","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09571","07",,,"82","82","8282010","Biddle Building","4601 SEEBALDT ST","4601 SEEBALDT ST","DETROIT","DETROIT","48204-4237","48204-4237","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09572","07",,,"82","82","8282010","Dewey Building","3550 LODGE SERVICE DR","3550 LODGE SERVICE DR","DETROIT","DETROIT","48201","48201","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09573","07",,,"82","82","8282010","Ferry Building","2920 EAST PALMER ST","2920 EAST PALMER ST","DETROIT","DETROIT","48211-2848","48211-2848","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09574","07",,,"82","82","8282010","Field Building","19670 CAMERON ST","19670 CAMERON ST","HIGHLAND PARK","HIGHLAND PARK","48203-1307","48203-1307","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09575","07",,,"82","82","8282010","Fox Building","17300 FARGO ST","17300 FARGO ST","DETROIT","DETROIT","48235-2222","48235-2222","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09576","07",,,"82","82","8282010","Grayling Building","744 ADELINE ST","744 ADELINE ST","HIGHLAND PARK","HIGHLAND PARK","48203-1674","48203-1674","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09577","07",,,"82","82","8282010","Old Cass Building","2421 2ND AVE","2421 2ND AVE","DETROIT","DETROIT","48201-2601","48201-2601","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09578","07",,,"82","82","8282010","Hosmer Building","4365 NEWPORT ST","4365 NEWPORT ST","DETROIT","DETROIT","48215-2344","48215-2344","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09579","07",,,"82","82","8282010","Hubert Building","14825 LAMPHERE ST","14825 LAMPHERE ST","DETROIT","DETROIT","48223-1840","48223-1840","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09580","07",,,"82","82","8282010","Keith Building","10800 EAST CANFIELD ST","10800 EAST CANFIELD ST","DETROIT","DETROIT","48214-1601","48214-1601","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09581","07",,,"82","82","8282010","Larned Building","23700 CLARITA ST","23700 CLARITA ST","DETROIT","DETROIT","48219-2239","48219-2239","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09582","07",,,"82","82","8282010","Lynch Building","7601 PALMETTO ST","7601 PALMETTO ST","DETROIT","DETROIT","48234-4106","48234-4106","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09584","07",,,"82","82","8282010","Parkman Building","15000 MACKENZIE ST","15000 MACKENZIE ST","DETROIT","DETROIT","48228-2454","48228-2454","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09585","07",,,"82","82","8282010","Rose Building","5830 FIELD ST","5830 FIELD ST","DETROIT","DETROIT","48213-2454","48213-2454","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09586","07",,,"82","82","8282010","Sanders Building","8700 BYRON ST","8700 BYRON ST","DETROIT","DETROIT","48202-1908","48202-1908","Detroit",,,,,,"99",,"Calloway","Connie","k","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09587","07",,,"82","82","8282010","Vandenberg Building","15000 TROJAN ST","15000 TROJAN ST","DETROIT","DETROIT","48235-1680","48235-1680","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09588","07",,,"82","82","8282010","Weatherby Building","2050 WADSWORTH ST","20500 WADSWORTH ST","DETROIT","DETROIT","48228","48228-1009","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09589","07",,,"82","82","8282010","Woodward Building","2900 WREFORD ST","2900 WREFORD ST","DETROIT","DETROIT","48208-1135","48208-1135","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09590","07",,,"82","82","8282010","Yost Building","16161 WINSTON ST","16161 WINSTON ST","DETROIT","DETROIT","48219-3630","48219-3630","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"82010","09591","07",,,"82","82","8282010","Crockett Career and Technical Center","571 MACK AVE","571 MACK AVE","DETROIT","DETROIT","48201-2137","48201-2137","Detroit",,,,,"261200001919",,,"Belcher","Brenda",,"Ms.","04","3134941805","3134940992","brenda.belcher@detroitk12.org",,"07/01/2005",,"01","01","F",,"9-12, GenEd"
"82010","09592","05",,,"82","82",,"Jerry L White Center High School","14804 WEST MCNICHOLS RD","14804 WEST MCNICHOLS RD","DETROIT","DETROIT","48235-3938","48235-3938","Detroit",,,,,"261200001920",,,"Moore-Patton","Tia'Von",,"Ms.","04","3134164200","3134164285","tiavon.moore-patton@detroitk12.org",,"07/01/2005",,"01","01","F",,"9-12, GenEd, SpecEd"
"82010","09594","05",,,"82","82",,"Keidan Special Education School","4441 COLLINGWOOD ST","4441 COLLINGWOOD ST","DETROIT","DETROIT","48204-1673","48204-1673","Detroit",,,,,"261200001922",,,"Pinchem-Stewart","Yvette",,"Ms.","04","3138739400","3138739352","yvette.pinchem-stewart@detroitk12.org",,"07/01/2005",,"01","01","F",,"KG, 1-8, GenEd, SpecEd"
"82010","09595","07",,,"82","82","8282010","Marsh Building","18600 WADSWORTH ST","18600 WADSWORTH ST","DETROIT","DETROIT","48228-1136","48228-1136","Detroit",,,,,,"99",,"Calloway","Connie","K","Dr.","01","3138737450","3138737433","connie.calloway@detroitk12.org",,"07/01/2005",,"08","01","F",,
"65045","09597","05",,,"72","65",,"OHHS Credit Recovery Program","960 SOUTH M 33","960 SOUTH M 33","WEST BRANCH","WEST BRANCH","48661-9079","48661-9079","West Branch-Rose City",,,,,"263585001906",,,"Walby","Dave",,"Mr.","04","9893432020","9893432006","walbyd@wbrc.k12.mi.us","www.wbrc.org","07/01/2005",,"01","06","F",,"9-12, Alt, GenEd, SchlChoice, SpecEd"
"61240","09598","05",,,"61","61",,"Muskegon County Youth Home","541 EAST SLOCUM ST","1830 WHITE LAKE DR","WHITEHALL","WHITEHALL","49461-1199","49461-9205","Whitehall",,,,,"263630001895",,,"Barber","Brian","A","Mr.","03","2317663001","2317660736","brianbarber@wlace.org","www.whitehallschools.net","09/06/2005",,"01","01","F",,"6-12, Alt, JuvDtn"
"55115","09599","05",,,"55","55",,"Phoenix Alternative High School","W3719 GROVE LN","3719 GROVE LN","POWERS","POWERS","49874","49874","North Central",,,,,"262922001889",,,"Veraghen","Sheila",,"Mrs.","09","9064975282","9064975567","admin@nmcschools.org",,"08/24/2005",,"01","01","F",,"9-12, AdultEd, Alt"
"82985","00000","09","0000002268","Grand Valley State University","82","82","8282010","Detroit Premier Academy","7781 Asbury Park","7781 ASBURY PARK","Detroit","DETROIT","48228-3685","48228-3685","Detroit Premier Academy",,,,,"2600307",,,"Glass","Vondra",,"Mr.","04","3139451472","3139451744","68.vglass@heritageacademies.com","http://detroitpremier.heritageacademies.com/","08/31/2005",,"01","04","F",,"KG,1-8, Alt, GenEd, SpecEd"
"82985","09600","04","0000002268","Grand Valley State University","82","82","8282010","Detroit Premier Academy","7781 Asbury Park","7781 ASBURY PARK","Detroit","DETROIT","48228","48228-3685","Detroit Premier Academy",,"99",,,"260030701943",,,"Glass","Vondra",,"Mr.","04","3139451472","3139451744","68.vglass@heritageacademies.com","www.heritageacademies.com","08/31/2005",,"01","04","F",,"KG, 1-8, Alt, GenEd, SpecEd"
"73911","00000","09","7300000000","Saginaw ISD","73","73","7373040","Saginaw Learn to Earn Academy","3860 Fashion Square, PO Box 5679","3860 FASHION SQUARE BLVD","Saginaw","SAGINAW","48603","48603-2424","Saginaw Learn to Earn Academy",,,,,"2600318",,,"Beck","Richard","D","Mr.","03","9893997400","9893997476","beckr@sisd.cc","www.sisd.cc/education/dept/dept.php?sectionid=192","07/01/2005",,"01","05","F",,"10-12, Alt, GenEd, SpecEd"
"73911","09601","04","7300000000","Saginaw ISD","73","73","7373040","Saginaw Learn to Earn Academy","3860 Fashion Square, PO Box 5679","3860 FASHION SQUARE BLVD","Saginaw","SAGINAW","48603","48603-2424","Saginaw Learn to Earn Academy",,,,,"260031801911",,,"Beck","Richard","D","Mr.","03","9893997400","9893997484","beckr@sisd.cc",,"07/01/2005",,"01","03","F",,"10-12, Alt, GenEd, SpecEd"
"50911","00000","09","0000666817","Bay Mills Community College","50","50","5050020","Academy of Warren","13943 EAST 8 MILE RD","13943 EAST 8 MILE RD","WARREN","WARREN","48089-3351","48089-3351","Academy of Warren",,,,,"2600308",,,"Edwards","Carolyn",,"Mrs.","04","5867231700",,"cedwards@charteracademies.com","www.charteracademies.com/academy-of-warren/","08/24/2005",,"01","07","F",,"KG-Part,1-8, GenEd, SpecEd"
"50911","09602","04","0000666817","Bay Mills Community College","50","50","5050020","Academy of Warren","13943 EAST 8 MILE RD","13943 EAST 8 MILE RD","WARREN","WARREN","48089-3351","48089-3351","Academy of Warren",,,,,"260030801884",,,"Fair","Omelia",,"Dr.","04","5865528010",,"ofair@charteracademies.com",,"08/24/2005",,"01","07","F",,"KG-Part, 1-8, GenEd, SpecEd"
"82975","09604","04","0000002243","Central Michigan University","82","82","8282030","Riverside Academy - West Campus","6409 SCHAEFER RD","6409 SCHAEFER RD","DEARBORN","DEARBORN","48126-2212","48126-2212","Riverside Academy",,,,,"260029101941",,,"Saab","Ramzi",,"Mr.","12","3139458950","3139451976","saabr@riverside-academy.net","riverside-academy.net","08/29/2005",,"01","07","F",,"6-12, Alt, GenEd, SpecEd"
"82984","00000","09","0000002243","Central Michigan University","82","82","8282250","Dr. Charles Drew Academy","50 WEST JOSEPHINE ST","50 WEST JOSEPHINE ST","ECORSE","ECORSE","48229-1748","48229-1748","Dr. Charles Drew Academy",,,,,"2600298",,,"Morton","Sallie",,"Ms.","04","3133837501","7343837502","smorton@dcdacademy.org","www.mjmanagement.com/site/Schools/DCDA.htm","08/24/2005",,"01","02","F",,"KG-Part,1-8, GenEd, SpecEd"
"82984","09605","04","0000002243","Central Michigan University","82","82","8282250","Dr. Charles Drew Academy","50 WEST JOSEPHINE ST","50 WEST JOSEPHINE ST","ECORSE","ECORSE","48229-1748","48229-1748","Dr. Charles Drew Academy",,,,,"260029801942",,,"Morton","Sallie",,"Ms.","04","3133837501","3133837502","smorton@dcdacademy.org",,"08/24/2005",,"01","02","F",,"KG-Part, 1-8, GenEd, SpecEd"
"82986","00000","09","0000002268","Grand Valley State University","82","82","8282060","Hanley International Academy","2609 POLAND ST","2609 POLAND ST","HAMTRAMCK","HAMTRAMCK","48212-3459","48212-3459","Hanley International Academy",,,,,"2600305",,,"Glover","Carolyn",,"Ms.","03","3138758888","3138758889","cglover@hanleyacademy.org","www.hanleyacademy.com/","09/06/2005",,"01","04","F",,"KG-Part,1-8, GenEd, PK, SpecEd"
"82986","09606","04","0000002268","Grand Valley State University","82","82","8282060","Hanley International Academy","2609 POLAND ST","2609 POLAND ST","HAMTRAMCK","HAMTRAMCK","48212-3459","48212-3459","Hanley International Academy",,,,,"260030501944",,,"Glover","Carolyn","D","Col.","03","3138758888","3138729113","cglover@hanleyacademy.org",,"09/06/2005",,"01","03","F",,"KG-Part, 1-8, GenEd, PK, SpecEd"
"82988","00000","09","0000666817","Bay Mills Community College","82","82","8282160","Discovery Arts and Technology PSA","27355 WOODSFIELD ST","27355 WOODSFIELD ST","INKSTER","INKSTER","48141-1242","48141-1242","Discovery Arts and Technology PSA",,,,,"2600303",,,"Hurt","Shawn",,"Mr.","03","3138270762","3138270763","SHurt@discoveryartstech.org",,"09/06/2005",,"01","01","F",,"KG,1-8, Alt, GenEd, PK, SchlChoice, SpecEd"
